worker_id,full_name,department,job_role,salary,account_number,attendance_score,last_verification,EMPLOYMENT_TYPE
LA-3539353431,Employee 3539353431,PUBLIC WORKS - ENGINEERING,CIVIL ENGINEER,34210.4,0091000466,91,2026-05-01,FULL_TIME
LA-3630303735,Employee 3630303735,GENERAL SERVICES,MATERIALS TESTING ENGINEER I,114836.8,0091000467,96,2026-05-01,FULL_TIME
LA-3533363933,Employee 3533363933,AIRPORTS,SECURITY OFFICER,34899.81,0091000468,86,2026-05-01,FULL_TIME
LA-393635363832,Employee 393635363832,POLICE,POLICE OFFICER III,60307.2,0091000469,92,2026-05-01,FULL_TIME
LA-333334303533,Employee 333334303533,POLICE,POLICE OFFICER II,52243.2,0091000470,96,2026-05-01,FULL_TIME
LA-363037383733,Employee 363037383733,PERSONNEL,PROCTOR,9677.66,0091000471,98,2026-05-01,PART_TIME
LA-3636383434,Employee 3636383434,POLICE,POLICE OFFICER III,107064.9,0091000472,92,2026-05-01,FULL_TIME
LA-383034343833,Employee 383034343833,WATER AND POWER,PRGMR ANLST,121058.26,0091000473,86,2026-05-01,FULL_TIME
LA-3931353834,Employee 3931353834,PUBLIC WORKS - SANITATION,MAINTENANCE LABORER,56068.85,0091000474,97,2026-05-01,FULL_TIME
LA-393032313832,Employee 393032313832,WATER AND POWER,SR CVL ENGG DRFTG TCHN,115388.55,0091000475,89,2026-05-01,FULL_TIME
LA-313034343134,Employee 313034343134,BUILDING AND SAFETY,STRUCTURAL ENGINEERING ASSOCIATE I,40041.6,0091000476,92,2026-05-01,FULL_TIME
LA-393133333333,Employee 393133333333,POLICE,POLICE OFFICER II,94619.64,0091000477,91,2026-05-01,FULL_TIME
LA-323836353631,Employee 323836353631,WATER AND POWER,CVL ENGG DRFTG TCHN,81120.0,0091000478,91,2025-01-15,FULL_TIME
LA-3634353637,Employee 3634353637,AIRPORTS,SECURITY OFFICER,59562.4,0091000479,88,2026-05-01,FULL_TIME
LA-363837333033,Employee 363837333033,BUILDING AND SAFETY,SENIOR BUILDING INSPECTOR,42221.23,0091000480,92,2025-01-15,FULL_TIME
LA-323035383731,Employee 323035383731,WATER AND POWER,COML SRVC SUPV,38245.2,0091000481,90,2026-05-01,FULL_TIME
LA-3034313235,Employee 3034313235,OFFICE OF FINANCE,TAX COMPLIANCE OFFICER II,49872.0,0091000482,99,2026-05-01,FULL_TIME
LA-303535323931,Employee 303535323931,WATER AND POWER,METER READER,75352.96,0091000483,95,2026-05-01,FULL_TIME
LA-343138323034,Employee 343138323034,POLICE,POLICE OFFICER II,38707.2,0091000484,88,2026-05-01,FULL_TIME
LA-3732333837,Employee 3732333837,POLICE,SECURITY OFFICER,16311.96,0091000485,93,2026-05-01,FULL_TIME
LA-343338353933,Employee 343338353933,POLICE,POLICE OFFICER I,23738.4,0091000486,89,2025-01-15,FULL_TIME
LA-3632323734,Employee 3632323734,POLICE,POLICE SERGEANT II,96330.32,0091000487,96,2026-05-01,FULL_TIME
LA-373334343733,Employee 373334343733,AIRPORTS,AIRPORT GUIDE I,4552.13,0091000488,88,2026-05-01,PART_TIME
LA-3639323038,Employee 3639323038,POLICE,POLICE OFFICER III,97793.97,0091000489,88,2026-05-01,FULL_TIME
LA-3730343139,Employee 3730343139,RECREATION AND PARKS,RECREATION ASSISTANT,251.43,0091000490,94,2026-05-01,PART_TIME
LA-X3314958958,Employee X3314958958,WATER AND POWER,POWER ENGINEERING MANAGER,0.0,0091000491,94,2026-05-01,FULL_TIME
LA-303237353031,Employee 303237353031,POLICE,DETENTION OFFICER,84647.18,0091000492,93,2026-05-01,FULL_TIME
LA-3332333037,Employee 3332333037,RECREATION AND PARKS,SECRETARY,65728.76,0091000493,90,2026-05-01,FULL_TIME
LA-3436303432,Employee 3436303432,FIRE,FIREFIGHTER III,99987.64,0091000494,85,2026-05-01,FULL_TIME
LA-3533353939,Employee 3533353939,PUBLIC WORKS - SANITATION,WASTEWATER COLLECTION WORKER II,40767.84,0091000495,85,2026-05-01,FULL_TIME
LA-373935353733,Employee 373935353733,WATER AND POWER,CONSTR ASBSTS WKR,89037.44,0091000496,93,2026-05-01,FULL_TIME
LA-343433313733,Employee 343433313733,RECREATION AND PARKS,LOCKER ROOM ATTENDANT,4386.0,0091000497,97,2026-05-01,PART_TIME
LA-3831363031,Employee 3831363031,ZOO,CONSTRUCTION AND MAINTENANCE SUPERVISOR II,151388.41,0091000498,94,2026-05-01,FULL_TIME
LA-323536323632,Employee 323536323632,WATER AND POWER,SENIOR CLERK TYPIST,70116.8,0091000499,91,2026-05-01,FULL_TIME
LA-343034373833,Employee 343034373833,RECREATION AND PARKS,RECREATION ASSISTANT,11027.83,0091000500,89,2026-05-01,PART_TIME
LA-3333303932,Employee 3333303932,HARBOR,PORT POLICE OFFICER III,86446.25,0091000501,98,2026-05-01,FULL_TIME
LA-393033383832,Employee 393033383832,AIRPORTS,CONSTRUCTION INSPECTOR,105131.09,0091000502,97,2026-05-01,FULL_TIME
LA-313034363833,Employee 313034363833,CITY CLERK,ELECTION ASSISTANT I,0.0,0091000503,88,2026-05-01,PART_TIME
LA-3437333836,Employee 3437333836,FIRE,FIREFIGHTER III,111438.4,0091000504,91,2026-05-01,FULL_TIME
LA-353333323134,Employee 353333323134,TRANSPORTATION,APPLICATIONS PROGRAMMER,30278.4,0091000505,96,2026-05-01,FULL_TIME
LA-343838303134,Employee 343838303134,WATER AND POWER,ELECTRIC DISTRIBUTION MECHANIC,64334.4,0091000506,86,2026-05-01,FULL_TIME
LA-353132373133,Employee 353132373133,WATER AND POWER,MCHL RPRR,76370.07,0091000507,91,2026-05-01,FULL_TIME
LA-303230343031,Employee 303230343031,HARBOR,MANAGEMENT ANALYST II,96666.71,0091000508,89,2026-05-01,FULL_TIME
LA-3935363432,Employee 3935363432,POLICE,POLICE OFFICER II,34289.57,0091000509,86,2026-05-01,FULL_TIME
LA-3332383234,Employee 3332383234,RECREATION AND PARKS,SEASONAL POOL MANAGER II,21517.08,0091000510,97,2025-01-15,PART_TIME
LA-3033363337,Employee 3033363337,FIRE,FIRE CAPTAIN II,148732.6,0091000511,89,2026-05-01,FULL_TIME
LA-3739343937,Employee 3739343937,POLICE,POLICE SERVICE REPRESENTATIVE II,88083.32,0091000512,92,2025-01-15,FULL_TIME
LA-323434313533,Employee 323434313533,RECREATION AND PARKS,SPECIAL PROGRAM ASSISTANT II,13055.16,0091000513,85,2026-05-01,PART_TIME
LA-383839373633,Employee 383839373633,POLICE,POLICE OFFICER II,110769.6,0091000514,89,2026-05-01,FULL_TIME
LA-373034383833,Employee 373034383833,RECREATION AND PARKS,ADMINISTRATIVE INTERN I,0.0,0091000515,94,2026-05-01,PART_TIME
LA-393831323533,Employee 393831323533,BUILDING AND SAFETY,SAFETY ENGINEER ELEVATORS,85459.76,0091000516,94,2026-05-01,FULL_TIME
LA-323937373833,Employee 323937373833,RECREATION AND PARKS,RECREATION ASSISTANT,2229.98,0091000517,99,2026-05-01,PART_TIME
LA-303532313034,Employee 303532313034,PUBLIC WORKS - SANITATION,STUDENT ENGINEER,19384.84,0091000518,87,2026-05-01,PART_TIME
LA-383831383933,Employee 383831383933,RECREATION AND PARKS,RECREATION ASSISTANT,19292.71,0091000519,98,2026-05-01,PART_TIME
LA-3730323535,Employee 3730323535,POLICE,POLICE SERGEANT II,11733.54,0091000520,91,2026-05-01,FULL_TIME
LA-3038313737,Employee 3038313737,RECREATION AND PARKS,RECREATION ASSISTANT,19179.93,0091000521,94,2026-05-01,PART_TIME
LA-353436323031,Employee 353436323031,TRANSPORTATION,TRAFFIC OFFICER II,33973.01,0091000522,91,2026-05-01,FULL_TIME
LA-3837323231,Employee 3837323231,POLICE,POLICE OFFICER III,100011.56,0091000523,99,2026-05-01,FULL_TIME
LA-3539303031,Employee 3539303031,AIRPORTS,AIRPORT POLICE SERGEANT,77187.23,0091000524,98,2026-05-01,FULL_TIME
LA-3732383331,Employee 3732383331,PUBLIC WORKS - ENGINEERING,LAND SURVEYING ASSISTANT,59715.2,0091000525,85,2026-05-01,FULL_TIME
LA-373331373533,Employee 373331373533,RECREATION AND PARKS,OBSERVATORY LECTURER,12574.25,0091000526,96,2026-05-01,PART_TIME
LA-3533313135,Employee 3533313135,GENERAL SERVICES,AUTO BODY REPAIR SUPERVISOR II,100932.8,0091000527,97,2026-05-01,FULL_TIME
LA-3130333038,Employee 3130333038,POLICE,POLICE OFFICER II,103118.6,0091000528,98,2026-05-01,FULL_TIME
LA-3131393138,Employee 3131393138,PUBLIC WORKS - SANITATION,REFUSE COLLECTION TRUCK OPERATOR II,84639.69,0091000529,99,2026-05-01,FULL_TIME
LA-3937323637,Employee 3937323637,FIRE,APPARATUS OPERATOR,137326.54,0091000530,85,2026-05-01,FULL_TIME
LA-3431313332,Employee 3431313332,HARBOR,EQUIPMENT SUPERVISOR,91585.53,0091000531,85,2026-05-01,FULL_TIME
LA-3232303735,Employee 3232303735,WATER AND POWER,PL CLK UTLTY,28234.64,0091000532,92,2026-05-01,FULL_TIME
LA-373332343034,Employee 373332343034,WATER AND POWER,ELTL ENGR ASSOC,66545.6,0091000533,89,2026-05-01,FULL_TIME
LA-383639313833,Employee 383639313833,WATER AND POWER,UTILITY PRE CRAFT TRAINEE,3296.0,0091000534,98,2026-05-01,FULL_TIME
LA-3834343737,Employee 3834343737,WATER AND POWER,SECURITY OFFICER,60710.81,0091000535,12,2026-05-01,FULL_TIME
LA-3338333335,Employee 3338333335,POLICE,POLICE DETECTIVE I,29036.01,0091000536,94,2026-05-01,FULL_TIME
LA-3032343839,Employee 3032343839,WATER AND POWER,CUSTODIAN,30058.11,0091000537,97,2026-05-01,FULL_TIME
LA-3630373533,Employee 3630373533,POLICE,EXECUTIVE ADMINISTRATIVE ASSISTANT II,83423.35,0091000538,95,2026-05-01,FULL_TIME
LA-3433393631,Employee 3433393631,POLICE,POLICE OFFICER II,109238.12,0091000539,98,2026-05-01,FULL_TIME
LA-333337303833,Employee 333337303833,TRANSPORTATION,CROSSING GUARD,7907.8,0091000540,95,2026-05-01,PART_TIME
LA-3733313732,Employee 3733313732,POLICE,POLICE SERGEANT II,67409.6,0091000541,93,2026-05-01,FULL_TIME
LA-3236303032,Employee 3236303032,POLICE,POLICE DETECTIVE I,13036.77,0091000542,98,2026-05-01,FULL_TIME
LA-363735313833,Employee 363735313833,PUBLIC WORKS - STREET SERVICES,CEMENT FINISHER,38957.42,0091000543,98,2026-05-01,FULL_TIME
LA-313637393933,Employee 313637393933,WATER AND POWER,ELTL MCHC,20038.4,0091000544,93,2026-05-01,FULL_TIME
LA-383632333932,Employee 383632333932,RECREATION AND PARKS,GARDENER CARETAKER,51629.09,0091000545,91,2026-05-01,FULL_TIME
LA-3935303931,Employee 3935303931,TRANSPORTATION,TRAFFIC OFFICER II,62996.95,0091000546,94,2026-05-01,FULL_TIME
LA-353132313034,Employee 353132313034,WATER AND POWER,MTR RDR,4716.8,0091000547,95,2026-05-01,FULL_TIME
LA-303533323433,Employee 303533323433,RECREATION AND PARKS,POOL LIFEGUARD,8972.04,0091000548,97,2026-05-01,PART_TIME
LA-363933303832,Employee 363933303832,RECREATION AND PARKS,ADMINISTRATIVE CLERK,10355.36,0091000549,85,2026-05-01,PART_TIME
LA-323230383433,Employee 323230383433,RECREATION AND PARKS,RECREATION ASSISTANT,6117.2,0091000550,90,2026-05-01,PART_TIME
LA-343536323733,Employee 343536323733,WATER AND POWER,COML SRVC REPTV,74142.64,0091000551,87,2026-05-01,FULL_TIME
LA-3935383331,Employee 3935383331,POLICE,CRIME AND INTELLIGENCE ANALYST II,84459.6,0091000552,97,2026-05-01,FULL_TIME
LA-3037363333,Employee 3037363333,CITY ATTORNEY,SENIOR LEGAL CLERK I,60474.46,0091000553,87,2026-05-01,FULL_TIME
LA-343836353633,Employee 343836353633,WATER AND POWER,ELECTRICAL ENGINEERING ASSOCIATE,16506.05,0091000554,99,2026-05-01,FULL_TIME
LA-373937323134,Employee 373937323134,GENERAL SERVICES,MAINTENANCE LABORER,18585.6,0091000555,98,2025-01-15,FULL_TIME
LA-343432343933,Employee 343432343933,FIRE,FIREFIGHTER III,113792.52,0091000556,87,2026-05-01,FULL_TIME
LA-3338373938,Employee 3338373938,RECREATION AND PARKS,OPEN WATER LIFEGUARD I,6261.72,0091000557,92,2026-05-01,PART_TIME
LA-333236383833,Employee 333236383833,RECREATION AND PARKS,SPECIAL PROGRAM ASSISTANT II,9602.28,0091000558,10,2026-05-01,PART_TIME
LA-3033383236,Employee 3033383236,PUBLIC WORKS - ENGINEERING,CIVIL ENGINEERING ASSOCIATE III,0.0,0091000559,95,2026-05-01,FULL_TIME
LA-3735333435,Employee 3735333435,WATER AND POWER,ATO ELTN,76906.15,0091000560,93,2025-01-15,FULL_TIME
LA-3735333135,Employee 3735333135,POLICE,POLICE SERGEANT I,143357.36,0091000561,89,2026-05-01,FULL_TIME
LA-3535383939,Employee 3535383939,WATER AND POWER,ELECTRICAL CRAFT HELPER,58757.65,0091000562,96,2026-05-01,FULL_TIME
LA-303736363033,Employee 303736363033,RECREATION AND PARKS,RECREATION ASSISTANT,15544.51,0091000563,98,2026-05-01,PART_TIME
LA-3637323835,Employee 3637323835,PUBLIC WORKS - CONTRACT ADMINISTRATION,MANAGEMENT ANALYST,63421.49,0091000564,97,2026-05-01,FULL_TIME
LA-373435343333,Employee 373435343333,AIRPORTS,AIRPORT POLICE OFFICER II,95560.45,0091000565,95,2026-05-01,FULL_TIME
LA-333931313833,Employee 333931313833,RECREATION AND PARKS,RECREATION ASSISTANT,11391.16,0091000566,92,2026-05-01,PART_TIME
LA-373239353031,Employee 373239353031,RECREATION AND PARKS,COMMUNICATIONS ELECTRICIAN,90810.8,0091000567,97,2026-05-01,FULL_TIME
LA-393238363532,Employee 393238363532,WATER AND POWER,ELECTRICAL DISTRIBUTION MECHANIC SUPERVISOR,123921.79,0091000568,96,2026-05-01,FULL_TIME
LA-3231373336,Employee 3231373336,POLICE,POLICE SERVICE REPRESENTATIVE II,25095.21,0091000569,89,2026-05-01,FULL_TIME
LA-333837323034,Employee 333837323034,POLICE,POLICE OFFICER II,81508.8,0091000570,95,2026-05-01,FULL_TIME
LA-3739343731,Employee 3739343731,PUBLIC WORKS - ENGINEERING,CIVIL ENGINEERING ASSOCIATE III,4620.0,0091000571,95,2026-05-01,FULL_TIME
LA-3631373833,Employee 3631373833,POLICE,POLICE OFFICER III,108752.89,0091000572,98,2026-05-01,FULL_TIME
LA-3438393239,Employee 3438393239,HARBOR,STREET SERVICES WORKER I,59908.03,0091000573,12,2026-05-01,FULL_TIME
LA-373431323932,Employee 373431323932,FIRE,FIREFIGHTER III,120163.0,0091000574,94,2026-05-01,FULL_TIME
LA-363131343833,Employee 363131343833,BUILDING AND SAFETY,STRUCTURAL ENGINEERING ASSOCIATE II,96344.47,0091000575,97,2026-05-01,FULL_TIME
LA-393737303833,Employee 393737303833,PERSONNEL,PHYSICIAN I,26754.41,0091000576,90,2026-05-01,PART_TIME
LA-3831313134,Employee 3831313134,POLICE,POLICE OFFICER III,127510.84,0091000577,10,2026-05-01,FULL_TIME
LA-303739353933,Employee 303739353933,RECREATION AND PARKS,ASSISTANT PARK SERVICES ATTENDANT I,7210.12,0091000578,98,2026-05-01,PART_TIME
LA-3737393631,Employee 3737393631,LOS ANGELES DEPARTMENT OF CONVENTION AND TOURISM DEVELOPMENT,COMMUNICATIONS ELECTRICIAN,0.0,0091000579,95,2026-05-01,PART_TIME
LA-3839363837,Employee 3839363837,CITY ATTORNEY,ASSISTANT CITY ATTORNEY,227886.42,0091000580,96,2026-05-01,FULL_TIME
LA-343239313433,Employee 343239313433,POLICE,POLICE OFFICER II,93301.6,0091000581,89,2026-05-01,FULL_TIME
LA-323431323733,Employee 323431323733,RECREATION AND PARKS,RECREATION INSTRUCTOR,469.65,0091000582,90,2026-05-01,PART_TIME
LA-343531383833,Employee 343531383833,RECREATION AND PARKS,RECREATION ASSISTANT,6178.64,0091000583,91,2026-05-01,PART_TIME
LA-3038303239,Employee 3038303239,CITY CLERK,PRINCIPAL ELECTION CLERK,6183.84,0091000584,90,2026-05-01,PART_TIME
LA-383130353234,Employee 383130353234,RECREATION AND PARKS,AQUARIST I,4848.68,0091000585,90,2026-05-01,PART_TIME
LA-3033363034,Employee 3033363034,FIRE,PERSONNEL ANALYST II,49700.14,0091000586,88,2026-05-01,FULL_TIME
LA-393933383133,Employee 393933383133,WATER AND POWER,ELTL CRFT HLPR,70065.8,0091000587,5,2026-05-01,FULL_TIME
LA-303134333431,Employee 303134333431,WATER AND POWER,EQUIPMENT OPERATOR,72032.8,0091000588,90,2026-05-01,FULL_TIME
LA-3731363635,Employee 3731363635,WATER AND POWER,SECY WP COMM,69141.6,0091000589,92,2026-05-01,FULL_TIME
LA-313831323531,Employee 313831323531,WATER AND POWER,COMMERCIAL SERVICE REPRESENTATIVE,63297.29,0091000590,96,2026-05-01,FULL_TIME
LA-3838313435,Employee 3838313435,POLICE,MANAGEMENT ANALYST II,87801.6,0091000591,91,2026-05-01,FULL_TIME
LA-3238393239,Employee 3238393239,AIRPORTS,AIRPORTS MAINTENANCE SUPERVISOR III,105553.97,0091000592,96,2026-05-01,FULL_TIME
LA-3339373939,Employee 3339373939,POLICE,POLICE OFFICER II,3421.6,0091000593,90,2026-05-01,FULL_TIME
LA-3335353834,Employee 3335353834,POLICE,POLICE SERVICE REPRESENTATIVE III,108729.36,0091000594,95,2026-05-01,FULL_TIME
LA-3131343731,Employee 3131343731,FIRE,FIRE INSPECTOR II,117076.8,0091000595,88,2026-05-01,FULL_TIME
LA-3638343832,Employee 3638343832,TRANSPORTATION,TRAFFIC OFFICER II,67380.71,0091000596,88,2026-05-01,FULL_TIME
LA-373430383533,Employee 373430383533,COUNCIL,COUNCIL AIDE III,14537.6,0091000597,92,2026-05-01,FULL_TIME
LA-3138353838,Employee 3138353838,AIRPORTS,CUSTODIAN - AIRPORTS,23817.6,0091000598,93,2026-05-01,FULL_TIME
LA-303732353832,Employee 303732353832,POLICE,POLICE SERGEANT I,94823.2,0091000599,98,2026-05-01,FULL_TIME
LA-3733353236,Employee 3733353236,AIRPORTS,MANAGEMENT ANALYST II,87801.6,0091000600,96,2026-05-01,FULL_TIME
LA-303734303032,Employee 303734303032,WATER AND POWER,ELECTRIC DISTRIBUTION MECHANIC,133724.8,0091000601,85,2026-05-01,FULL_TIME
LA-3139393432,Employee 3139393432,POLICE,POLICE SERGEANT I,118214.4,0091000602,89,2026-05-01,FULL_TIME
LA-3633323033,Employee 3633323033,TRANSPORTATION,TRAFFIC OFFICER II,0.0,0091000603,85,2026-05-01,FULL_TIME
LA-3230313235,Employee 3230313235,HARBOR,PORT POLICE CAPTAIN,25884.8,0091000604,94,2026-05-01,FULL_TIME
LA-313636323733,Employee 313636323733,WATER AND POWER,SENIOR ADMINISTRATIVE CLERK,18701.5,0091000605,99,2026-05-01,FULL_TIME
LA-383139383833,Employee 383139383833,HARBOR,AIR CONDITIONING MECHANIC - HIRING HALL,14551.56,0091000606,87,2026-05-01,PART_TIME
LA-3134323037,Employee 3134323037,BUILDING AND SAFETY,SENIOR ADMINISTRATIVE CLERK,60474.46,0091000607,93,2026-05-01,FULL_TIME
LA-313633363733,Employee 313633363733,PUBLIC WORKS - STREET SERVICES,TRUCK OPERATOR,53945.6,0091000608,97,2026-05-01,FULL_TIME
LA-323337363233,Employee 323337363233,GENERAL SERVICES,MANAGEMENT ANALYST,69868.8,0091000609,88,2026-05-01,FULL_TIME
LA-313937343833,Employee 313937343833,RECREATION AND PARKS,ADMINISTRATIVE CLERK,12417.42,0091000610,86,2026-05-01,PART_TIME
LA-3238333132,Employee 3238333132,RECREATION AND PARKS,RECREATION ASSISTANT,4080.09,0091000611,89,2026-05-01,PART_TIME
LA-313733353033,Employee 313733353033,POLICE,POLICE OFFICER II,101088.0,0091000612,90,2025-01-15,FULL_TIME
LA-393736323033,Employee 393736323033,POLICE,POLICE DETECTIVE I,43143.3,0091000613,0,2026-05-01,FULL_TIME
LA-343339333234,Employee 343339333234,RECREATION AND PARKS,RECREATION ASSISTANT,1416.7,0091000614,92,2026-05-01,PART_TIME
LA-383539393932,Employee 383539393932,POLICE,POLICE OFFICER II,92822.41,0091000615,88,2026-05-01,FULL_TIME
LA-3237383039,Employee 3237383039,AIRPORTS,AIRPORT INFORMATION SPECIALIST I,57305.28,0091000616,93,2026-05-01,FULL_TIME
LA-343835353034,Employee 343835353034,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,STUDENT PROFESSIONAL WORKER,16883.67,0091000617,98,2026-05-01,PART_TIME
LA-363436333733,Employee 363436333733,PUBLIC WORKS - SANITATION,MAINTENANCE AND CONSTRUCTION HELPER,17899.06,0091000618,94,2026-05-01,FULL_TIME
LA-353932373932,Employee 353932373932,POLICE,POLICE OFFICER III,55106.12,0091000619,98,2026-05-01,FULL_TIME
LA-363731353732,Employee 363731353732,RECREATION AND PARKS,AIR CONDITIONING MECHANIC,20688.84,0091000620,96,2026-05-01,FULL_TIME
LA-323036383932,Employee 323036383932,GENERAL SERVICES,BUILDING OPERATING ENGINEER - HIRING HALL W/L,103209.88,0091000621,95,2026-05-01,PART_TIME
LA-3738303935,Employee 3738303935,RECREATION AND PARKS,RECREATION FACILITY DIRECTOR,80849.44,0091000622,90,2026-05-01,FULL_TIME
LA-343530383832,Employee 343530383832,RECREATION AND PARKS,OPEN WATER LIFEGUARD I,28739.78,0091000623,96,2026-05-01,PART_TIME
LA-303739373233,Employee 303739373233,POLICE,POLICE OFFICER II,92377.6,0091000624,98,2026-05-01,FULL_TIME
LA-3234323232,Employee 3234323232,POLICE,POLICE OFFICER II,121850.62,0091000625,89,2026-05-01,FULL_TIME
LA-3134343835,Employee 3134343835,RECREATION AND PARKS,AQUATIC FACILITY MANAGER II,64363.68,0091000626,92,2026-05-01,FULL_TIME
LA-353536383733,Employee 353536383733,CITY CLERK,ELECTION ASSISTANT I,84.5,0091000627,90,2026-05-01,PART_TIME
LA-3138343432,Employee 3138343432,HARBOR,GARDENER CARETAKER,55225.12,0091000628,90,2026-05-01,FULL_TIME
LA-3437383031,Employee 3437383031,RECREATION AND PARKS,ASSISTANT PARK SERVICES ATTENDANT I,180.72,0091000629,85,2026-05-01,PART_TIME
LA-333339333033,Employee 333339333033,FIRE,FIREFIGHTER III,95045.81,0091000630,87,2026-05-01,FULL_TIME
LA-313732353633,Employee 313732353633,WATER AND POWER,CONSTR EQPT SRVC WKR,73987.84,0091000631,3,2026-05-01,FULL_TIME
LA-383438333733,Employee 383438333733,RECREATION AND PARKS,RECREATION ASSISTANT,5811.62,0091000632,96,2026-05-01,PART_TIME
LA-3635393032,Employee 3635393032,CONTROLLER,ACCOUNTING CLERK,68702.4,0091000633,94,2026-05-01,FULL_TIME
LA-393530313933,Employee 393530313933,PUBLIC WORKS - SANITATION,LABORATORY TECHNICIAN I,8261.83,0091000634,85,2026-05-01,FULL_TIME
LA-363335303533,Employee 363335303533,AIRPORTS,ELEVATOR MECHANIC,61501.44,0091000635,93,2026-05-01,FULL_TIME
LA-3031383433,Employee 3031383433,FIRE,ENGINEER OF FIRE DEPARTMENT,71401.0,0091000636,99,2026-05-01,FULL_TIME
LA-353338333031,Employee 353338333031,FIRE,EQUIPMENT MECHANIC,76935.72,0091000637,92,2026-05-01,FULL_TIME
LA-323536333033,Employee 323536333033,ANIMAL SERVICES,ANIMAL CARE TECHNICIAN SUPERVISOR,60193.6,0091000638,95,2026-05-01,FULL_TIME
LA-3630363537,Employee 3630363537,PUBLIC WORKS - SANITATION,WASTEWATER COLLECTION WORKER II,70108.8,0091000639,99,2026-05-01,FULL_TIME
LA-383330333134,Employee 383330333134,HARBOR,ELECTRICIAN - HIRING HALL,79445.15,0091000640,85,2026-05-01,PART_TIME
LA-343331393433,Employee 343331393433,RECREATION AND PARKS,RECREATION ASSISTANT,0.0,0091000641,93,2026-05-01,PART_TIME
LA-323334353833,Employee 323334353833,RECREATION AND PARKS,SECURITY OFFICER,15946.85,0091000642,93,2026-05-01,PART_TIME
LA-3339393635,Employee 3339393635,INFORMATION TECHNOLOGY AGENCY,PROGRAMMER ANALYST V,0.0,0091000643,98,2026-05-01,FULL_TIME
LA-3335313935,Employee 3335313935,PUBLIC WORKS - SANITATION,WELDER SUPERVISOR,114628.15,0091000644,94,2026-05-01,FULL_TIME
LA-3139353132,Employee 3139353132,POLICE,SENIOR ADMINISTRATIVE CLERK,60188.34,0091000645,98,2026-05-01,FULL_TIME
LA-3030343735,Employee 3030343735,FIRE,GEOGRAPHIC INFORMATION SYSTEMS SPECIALIST,108885.76,0091000646,89,2026-05-01,FULL_TIME
LA-3435363031,Employee 3435363031,POLICE,POLICE DETECTIVE I,107848.02,0091000647,94,2026-05-01,FULL_TIME
LA-3635313934,Employee 3635313934,BUILDING AND SAFETY,BUILDING CIVIL ENGINEER II,153208.0,0091000648,95,2026-05-01,FULL_TIME
LA-383437333733,Employee 383437333733,CITY ATTORNEY,PARALEGAL II,36170.64,0091000649,88,2026-05-01,FULL_TIME
LA-353936343933,Employee 353936343933,POLICE,ACCOUNTING CLERK,50397.54,0091000650,85,2026-05-01,FULL_TIME
LA-3330363537,Employee 3330363537,WATER AND POWER,SR STRKPR,91370.95,0091000651,85,2026-05-01,FULL_TIME
LA-3538393333,Employee 3538393333,LIBRARY,LIBRARIAN II,1223.68,0091000652,93,2026-05-01,PART_TIME
LA-3738383832,Employee 3738383832,POLICE,PRINCIPAL CLERK POLICE I,73314.96,0091000653,95,2026-05-01,FULL_TIME
LA-3231383133,Employee 3231383133,POLICE,POLICE OFFICER II,117266.4,0091000654,4,2026-05-01,FULL_TIME
LA-3136363235,Employee 3136363235,RECREATION AND PARKS,SENIOR GARDENER,62280.0,0091000655,89,2025-01-15,FULL_TIME
LA-3034313231,Employee 3034313231,POLICE,POLICE OFFICER II,100493.15,0091000656,90,2026-05-01,FULL_TIME
LA-3832343337,Employee 3832343337,TRANSPORTATION,SAFETY ENGINEER,0.0,0091000657,99,2026-05-01,PART_TIME
LA-3139343735,Employee 3139343735,POLICE,POLICE OFFICER II,105799.9,0091000658,94,2026-05-01,FULL_TIME
LA-353933363033,Employee 353933363033,POLICE,CRIME AND INTELLIGENCE ANALYST II,102687.76,0091000659,87,2026-05-01,FULL_TIME
LA-3935383133,Employee 3935383133,POLICE,POLICE OFFICER II,121850.62,0091000660,89,2026-05-01,FULL_TIME
LA-3830373638,Employee 3830373638,FIRE,FIRE CAPTAIN I,70233.6,0091000661,96,2026-05-01,FULL_TIME
LA-333837343333,Employee 333837343333,POLICE,POLICE OFFICER II,55309.76,0091000662,90,2026-05-01,FULL_TIME
LA-3038333237,Employee 3038333237,POLICE,POLICE OFFICER II,127845.33,0091000663,86,2026-05-01,FULL_TIME
LA-333239383033,Employee 333239383033,OFFICE OF FINANCE,TAX AUDITOR II,99893.74,0091000664,86,2026-05-01,FULL_TIME
LA-3434323031,Employee 3434323031,LIBRARY,LIBRARIAN II,14818.0,0091000665,94,2026-05-01,PART_TIME
LA-383537323733,Employee 383537323733,WATER AND POWER,PL CLK UTLTY,78041.93,0091000666,95,2026-05-01,FULL_TIME
LA-373733363031,Employee 373733363031,AIRPORTS,MAINTENANCE AND CONSTRUCTION HELPER,56874.89,0091000667,96,2026-05-01,FULL_TIME
LA-3734353931,Employee 3734353931,BUILDING AND SAFETY,SENIOR BUILDING INSPECTOR,89702.04,0091000668,90,2026-05-01,FULL_TIME
LA-3830343232,Employee 3830343232,TRANSPORTATION,TRANSPORTATION ENGINEERING ASSOCIATE III,120654.4,0091000669,92,2026-05-01,FULL_TIME
