worker_id,full_name,department,job_role,salary,tenure,employment_status,account_number,attendance_score,last_verification
HRA-403,Staff 403,Research & Development,Research Scientist,27912,4,Active,0122000294,81,2026-04-15
HRA-404,Staff 404,Sales,Sales Executive,162300,20,Active,0122000295,84,2026-04-15
HRA-405,Staff 405,Research & Development,Laboratory Technician,17040,0,Terminated,0122000296,91,2026-04-15
HRA-406,Staff 406,Sales,Sales Executive,96240,11,Active,0122000297,87,2026-04-15
HRA-407,Staff 407,Research & Development,Laboratory Technician,44256,1,Active,0122000298,95,2026-04-15
HRA-408,Staff 408,Research & Development,Manufacturing Director,65784,4,Active,0122000299,80,2026-04-15
HRA-410,Staff 410,Sales,Manager,192180,22,Active,0122000300,84,2026-04-15
HRA-411,Staff 411,Sales,Sales Representative,14400,0,Active,0122000301,89,2026-04-15
HRA-412,Staff 412,Research & Development,Healthcare Representative,67932,8,Active,0122000302,88,2026-04-15
HRA-416,Staff 416,Sales,Sales Executive,83148,8,Active,0122000303,83,2026-04-15
HRA-417,Staff 417,Research & Development,Healthcare Representative,115356,18,Active,0122000304,91,2026-04-15
HRA-419,Staff 419,Research & Development,Laboratory Technician,68088,9,Active,0122000305,94,2026-04-15
HRA-420,Staff 420,Sales,Sales Executive,65808,13,Active,0122000306,98,2026-04-15
HRA-421,Staff 421,Research & Development,Research Director,144732,10,Active,0122000307,95,2026-04-15
HRA-422,Staff 422,Research & Development,Healthcare Representative,67920,5,Active,0122000308,97,2026-04-15
HRA-423,Staff 423,Research & Development,Research Scientist,57852,5,Active,0122000309,86,2026-04-15
HRA-424,Staff 424,Human Resources,Human Resources,76920,2,Active,0122000310,89,2026-04-15
HRA-425,Staff 425,Research & Development,Laboratory Technician,62520,24,Active,0122000311,86,2026-04-15
HRA-426,Staff 426,Research & Development,Research Scientist,32340,2,Active,0122000312,89,2026-04-15
HRA-428,Staff 428,Research & Development,Manager,142536,10,Active,0122000313,84,2026-04-15
HRA-429,Staff 429,Research & Development,Manager,204816,21,Active,0122000314,98,2026-04-15
HRA-430,Staff 430,Research & Development,Laboratory Technician,29460,8,Active,0122000315,91,2026-04-15
HRA-431,Staff 431,Research & Development,Healthcare Representative,167568,7,Active,0122000316,97,2026-04-15
HRA-433,Staff 433,Research & Development,Research Scientist,59292,8,Terminated,0122000317,94,2026-04-15
HRA-434,Staff 434,Research & Development,Research Scientist,29736,4,Active,0122000318,94,2026-04-15
HRA-436,Staff 436,Sales,Sales Executive,62736,13,Active,0122000319,95,2026-04-15
HRA-437,Staff 437,Sales,Sales Executive,53736,5,Active,0122000320,87,2026-04-15
HRA-438,Staff 438,Sales,Sales Executive,90564,7,Active,0122000321,93,2026-04-15
HRA-439,Staff 439,Research & Development,Research Scientist,60660,7,Active,0122000322,86,2026-04-15
HRA-440,Staff 440,Research & Development,Research Scientist,41568,3,Terminated,0122000323,98,2026-04-15
HRA-441,Staff 441,Research & Development,Research Scientist,69300,10,Active,0122000324,86,2026-04-15
HRA-442,Staff 442,Research & Development,Manufacturing Director,107316,10,Active,0122000325,84,2026-04-15
HRA-444,Staff 444,Research & Development,Manager,231264,21,Active,0122000326,97,2026-04-15
HRA-445,Staff 445,Sales,Sales Executive,62856,1,Terminated,0122000327,94,2026-04-15
HRA-446,Staff 446,Sales,Sales Executive,56184,7,Active,0122000328,87,2026-04-15
HRA-447,Staff 447,Research & Development,Research Director,219600,3,Active,0122000329,87,2026-04-15
HRA-448,Staff 448,Research & Development,Laboratory Technician,63084,9,Active,0122000330,85,2026-04-15
HRA-449,Staff 449,Sales,Sales Executive,76188,5,Active,0122000331,80,2026-04-15
HRA-450,Staff 450,Research & Development,Research Scientist,58428,4,Active,0122000332,85,2026-04-15
HRA-451,Staff 451,Research & Development,Healthcare Representative,119820,1,Active,0122000333,91,2026-04-15
HRA-452,Staff 452,Research & Development,Research Scientist,44364,10,Active,0122000334,94,2026-04-15
HRA-453,Staff 453,Sales,Sales Executive,89484,4,Active,0122000335,89,2026-04-15
HRA-454,Staff 454,Research & Development,Laboratory Technician,25428,7,Terminated,0122000336,87,2026-04-15
HRA-455,Staff 455,Research & Development,Laboratory Technician,47796,3,Active,0122000337,89,2026-04-15
HRA-456,Staff 456,Sales,Sales Executive,73416,10,Active,0122000338,81,2026-04-15
HRA-458,Staff 458,Sales,Sales Executive,74568,8,Active,0122000339,83,2026-04-15
HRA-460,Staff 460,Research & Development,Manufacturing Director,76164,6,Active,0122000340,83,2026-04-15
HRA-461,Staff 461,Research & Development,Research Director,138120,11,Active,0122000341,86,2026-04-15
HRA-462,Staff 462,Research & Development,Manufacturing Director,85716,11,Active,0122000342,83,2026-04-15
HRA-463,Staff 463,Sales,Sales Executive,99216,7,Active,0122000343,85,2026-04-15
HRA-464,Staff 464,Research & Development,Manufacturing Director,97140,16,Active,0122000344,97,2026-04-15
HRA-465,Staff 465,Research & Development,Research Scientist,34848,4,Active,0122000345,94,2026-04-15
HRA-466,Staff 466,Research & Development,Manufacturing Director,72384,5,Active,0122000346,87,2026-04-15
HRA-467,Staff 467,Sales,Sales Representative,35712,0,Active,0122000347,85,2026-04-15
HRA-468,Staff 468,Research & Development,Research Director,191904,1,Active,0122000348,88,2026-04-15
HRA-469,Staff 469,Sales,Sales Executive,55788,4,Active,0122000349,97,2026-04-15
HRA-470,Staff 470,Human Resources,Human Resources,32352,3,Active,0122000350,94,2026-04-15
HRA-471,Staff 471,Research & Development,Laboratory Technician,28440,8,Active,0122000351,94,2026-04-15
HRA-473,Staff 473,Sales,Manager,150048,0,Active,0122000352,80,2026-04-15
HRA-474,Staff 474,Research & Development,Research Scientist,71688,7,Active,0122000353,99,2026-04-15
HRA-475,Staff 475,Sales,Sales Executive,56832,2,Active,0122000354,93,2026-04-15
HRA-476,Staff 476,Sales,Sales Executive,63552,8,Active,0122000355,93,2026-04-15
HRA-477,Staff 477,Research & Development,Healthcare Representative,81372,1,Active,0122000356,86,2026-04-15
HRA-478,Staff 478,Sales,Sales Representative,26088,3,Terminated,0122000357,85,2026-04-15
HRA-479,Staff 479,Sales,Sales Executive,79836,1,Active,0122000358,84,2026-04-15
HRA-481,Staff 481,Sales,Sales Executive,116388,13,Active,0122000359,98,2026-04-15
HRA-482,Staff 482,Research & Development,Healthcare Representative,81060,3,Active,0122000360,92,2026-04-15
HRA-483,Staff 483,Research & Development,Laboratory Technician,26556,7,Active,0122000361,93,2026-04-15
HRA-484,Staff 484,Sales,Sales Representative,31320,3,Active,0122000362,80,2026-04-15
HRA-485,Staff 485,Sales,Sales Representative,34212,1,Terminated,0122000363,96,2026-04-15
HRA-486,Staff 486,Research & Development,Laboratory Technician,41424,5,Active,0122000364,86,2026-04-15
HRA-487,Staff 487,Research & Development,Manufacturing Director,63096,1,Active,0122000365,98,2026-04-15
HRA-488,Staff 488,Sales,Sales Executive,112260,8,Terminated,0122000366,80,2026-04-15
HRA-491,Staff 491,Research & Development,Healthcare Representative,125952,4,Active,0122000367,91,2026-04-15
HRA-492,Staff 492,Sales,Sales Executive,76560,6,Terminated,0122000368,96,2026-04-15
HRA-493,Staff 493,Research & Development,Research Scientist,31884,2,Active,0122000369,84,2026-04-15
HRA-494,Staff 494,Sales,Sales Representative,32592,1,Terminated,0122000370,85,2026-04-15
HRA-495,Staff 495,Research & Development,Research Scientist,26412,3,Active,0122000371,91,2026-04-15
HRA-496,Staff 496,Research & Development,Healthcare Representative,78480,1,Active,0122000372,90,2026-04-15
HRA-497,Staff 497,Research & Development,Laboratory Technician,45792,5,Active,0122000373,82,2026-04-15
HRA-498,Staff 498,Sales,Sales Executive,63036,7,Active,0122000374,86,2026-04-15
HRA-499,Staff 499,Research & Development,Healthcare Representative,131580,5,Active,0122000375,99,2026-04-15
HRA-500,Staff 500,Sales,Sales Executive,59232,7,Active,0122000376,86,2026-04-15
HRA-501,Staff 501,Research & Development,Research Scientist,30516,2,Active,0122000377,99,2026-04-15
HRA-502,Staff 502,Sales,Sales Executive,63648,5,Terminated,0122000378,81,2026-04-15
HRA-505,Staff 505,Research & Development,Manager,199908,5,Active,0122000379,98,2026-04-15
HRA-507,Staff 507,Sales,Sales Executive,51120,5,Active,0122000380,89,2026-04-15
HRA-508,Staff 508,Sales,Sales Representative,29712,1,Active,0122000381,81,2026-04-15
HRA-510,Staff 510,Research & Development,Research Scientist,37224,6,Terminated,0122000382,83,2026-04-15
HRA-511,Staff 511,Research & Development,Research Scientist,26928,2,Active,0122000383,86,2026-04-15
HRA-513,Staff 513,Sales,Sales Executive,91152,10,Active,0122000384,90,2026-04-15
HRA-514,Staff 514,Research & Development,Research Scientist,27420,1,Terminated,0122000385,84,2026-04-15
HRA-515,Staff 515,Research & Development,Laboratory Technician,36408,18,Active,0122000386,86,2026-04-15
HRA-516,Staff 516,Sales,Sales Executive,68580,5,Active,0122000387,95,2026-04-15
HRA-517,Staff 517,Research & Development,Laboratory Technician,30912,5,Active,0122000388,90,2026-04-15
HRA-518,Staff 518,Research & Development,Manufacturing Director,50364,1,Active,0122000389,87,2026-04-15
HRA-520,Staff 520,Research & Development,Research Director,172032,25,Active,0122000390,83,2026-04-15
HRA-521,Staff 521,Research & Development,Laboratory Technician,41376,1,Active,0122000391,96,2026-04-15
HRA-522,Staff 522,Research & Development,Research Director,232872,4,Active,0122000392,96,2026-04-15
HRA-523,Staff 523,Sales,Sales Executive,78456,3,Active,0122000393,97,2026-04-15
HRA-524,Staff 524,Research & Development,Manufacturing Director,51672,13,Active,0122000394,98,2026-04-15
HRA-525,Staff 525,Research & Development,Laboratory Technician,27096,3,Active,0122000395,94,2026-04-15
HRA-526,Staff 526,Research & Development,Healthcare Representative,54264,5,Active,0122000396,92,2026-04-15
HRA-527,Staff 527,Sales,Sales Executive,53844,5,Active,0122000397,90,2026-04-15
HRA-529,Staff 529,Research & Development,Research Scientist,53388,13,Active,0122000398,91,2026-04-15
HRA-530,Staff 530,Research & Development,Laboratory Technician,26616,4,Active,0122000399,87,2026-04-15
HRA-531,Staff 531,Research & Development,Manager,230364,21,Active,0122000400,83,2026-04-15
HRA-532,Staff 532,Sales,Sales Executive,158544,7,Active,0122000401,82,2026-04-15
HRA-533,Staff 533,Sales,Sales Executive,78924,5,Active,0122000402,93,2026-04-15
HRA-534,Staff 534,Sales,Sales Executive,100704,10,Active,0122000403,84,2026-04-15
HRA-536,Staff 536,Research & Development,Laboratory Technician,54696,10,Active,0122000404,98,2026-04-15
HRA-538,Staff 538,Research & Development,Laboratory Technician,48372,2,Terminated,0122000405,83,2026-04-15
HRA-543,Staff 543,Research & Development,Manufacturing Director,95628,5,Active,0122000406,86,2026-04-15
HRA-544,Staff 544,Research & Development,Research Scientist,31848,2,Active,0122000407,87,2026-04-15
HRA-546,Staff 546,Research & Development,Manager,198660,5,Active,0122000408,99,2026-04-15
HRA-547,Staff 547,Research & Development,Research Scientist,54672,5,Active,0122000409,96,2026-04-15
HRA-548,Staff 548,Research & Development,Manufacturing Director,73092,5,Active,0122000410,80,2026-04-15
HRA-549,Staff 549,Research & Development,Manager,234792,29,Active,0122000411,93,2026-04-15
HRA-550,Staff 550,Research & Development,Manufacturing Director,57720,10,Active,0122000412,97,2026-04-15
HRA-551,Staff 551,Research & Development,Healthcare Representative,54276,6,Active,0122000413,96,2026-04-15
HRA-554,Staff 554,Sales,Sales Representative,38424,5,Terminated,0122000414,96,2026-04-15
HRA-555,Staff 555,Sales,Sales Representative,28212,2,Terminated,0122000415,86,2026-04-15
HRA-556,Staff 556,Research & Development,Laboratory Technician,20424,1,Active,0122000416,98,2026-04-15
HRA-558,Staff 558,Sales,Manager,216492,20,Active,0122000417,87,2026-04-15
HRA-560,Staff 560,Research & Development,Research Scientist,34632,3,Active,0122000418,87,2026-04-15
HRA-562,Staff 562,Research & Development,Laboratory Technician,25164,5,Active,0122000419,87,2026-04-15
HRA-564,Staff 564,Research & Development,Research Director,143220,10,Active,0122000420,92,2026-04-15
HRA-565,Staff 565,Research & Development,Research Scientist,30552,2,Terminated,0122000421,91,2026-04-15
HRA-566,Staff 566,Human Resources,Human Resources,30768,1,Terminated,0122000422,94,2026-04-15
HRA-567,Staff 567,Sales,Sales Executive,100944,9,Active,0122000423,98,2026-04-15
HRA-568,Staff 568,Sales,Manager,169416,1,Active,0122000424,83,2026-04-15
HRA-569,Staff 569,Research & Development,Manager,204552,27,Active,0122000425,93,2026-04-15
HRA-571,Staff 571,Research & Development,Laboratory Technician,30768,11,Active,0122000426,87,2026-04-15
HRA-573,Staff 573,Sales,Sales Executive,123192,18,Active,0122000427,88,2026-04-15
HRA-574,Staff 574,Research & Development,Manufacturing Director,60840,5,Active,0122000428,97,2026-04-15
HRA-575,Staff 575,Research & Development,Research Director,214332,3,Active,0122000429,93,2026-04-15
HRA-577,Staff 577,Research & Development,Laboratory Technician,50760,5,Active,0122000430,82,2026-04-15
HRA-578,Staff 578,Research & Development,Laboratory Technician,45360,1,Active,0122000431,87,2026-04-15
HRA-579,Staff 579,Research & Development,Research Scientist,33216,7,Active,0122000432,91,2026-04-15
HRA-580,Staff 580,Sales,Sales Executive,108852,3,Active,0122000433,91,2026-04-15
HRA-581,Staff 581,Research & Development,Manufacturing Director,127776,13,Active,0122000434,88,2026-04-15
HRA-582,Staff 582,Research & Development,Manager,163320,7,Terminated,0122000435,96,2026-04-15
HRA-584,Staff 584,Research & Development,Laboratory Technician,40896,4,Terminated,0122000436,80,2026-04-15
HRA-585,Staff 585,Sales,Sales Representative,35796,3,Active,0122000437,87,2026-04-15
HRA-586,Staff 586,Research & Development,Healthcare Representative,91584,8,Active,0122000438,99,2026-04-15
HRA-587,Staff 587,Research & Development,Healthcare Representative,117888,1,Terminated,0122000439,84,2026-04-15
HRA-590,Staff 590,Human Resources,Human Resources,119400,3,Terminated,0122000440,83,2026-04-15
HRA-591,Staff 591,Research & Development,Laboratory Technician,25116,2,Active,0122000441,83,2026-04-15
HRA-592,Staff 592,Sales,Sales Executive,119760,10,Active,0122000442,82,2026-04-15
HRA-593,Staff 593,Research & Development,Laboratory Technician,46728,2,Terminated,0122000443,90,2026-04-15
HRA-595,Staff 595,Sales,Sales Executive,48612,9,Active,0122000444,91,2026-04-15
HRA-597,Staff 597,Sales,Manager,202020,10,Active,0122000445,94,2026-04-15
HRA-599,Staff 599,Sales,Sales Executive,74760,14,Active,0122000446,88,2026-04-15
HRA-600,Staff 600,Sales,Sales Executive,56604,11,Active,0122000447,92,2026-04-15
HRA-601,Staff 601,Research & Development,Manufacturing Director,158844,20,Active,0122000448,89,2026-04-15
HRA-602,Staff 602,Research & Development,Laboratory Technician,45060,8,Active,0122000449,80,2026-04-15
HRA-604,Staff 604,Sales,Sales Executive,78984,6,Active,0122000450,81,2026-04-15
HRA-605,Staff 605,Research & Development,Manufacturing Director,88872,10,Active,0122000451,96,2026-04-15
HRA-606,Staff 606,Sales,Sales Executive,57660,8,Active,0122000452,84,2026-04-15
HRA-608,Staff 608,Human Resources,Human Resources,32892,7,Terminated,0122000453,93,2026-04-15
HRA-611,Staff 611,Research & Development,Manufacturing Director,51144,3,Active,0122000454,88,2026-04-15
HRA-612,Staff 612,Research & Development,Research Director,194208,6,Active,0122000455,81,2026-04-15
HRA-613,Staff 613,Sales,Manager,138684,5,Active,0122000456,82,2026-04-15
HRA-614,Staff 614,Sales,Sales Representative,22536,0,Terminated,0122000457,89,2026-04-15
HRA-615,Staff 615,Sales,Sales Executive,131184,1,Active,0122000458,93,2026-04-15
HRA-616,Staff 616,Research & Development,Healthcare Representative,81732,8,Active,0122000459,82,2026-04-15
HRA-618,Staff 618,Sales,Sales Executive,51672,0,Active,0122000460,97,2026-04-15
HRA-620,Staff 620,Sales,Sales Executive,58308,5,Active,0122000461,80,2026-04-15
HRA-621,Staff 621,Sales,Sales Executive,64044,10,Active,0122000462,90,2026-04-15
HRA-622,Staff 622,Research & Development,Laboratory Technician,28080,1,Terminated,0122000463,82,2026-04-15
HRA-623,Staff 623,Research & Development,Manufacturing Director,89892,6,Active,0122000464,81,2026-04-15
HRA-624,Staff 624,Research & Development,Healthcare Representative,126324,2,Active,0122000465,83,2026-04-15
HRA-625,Staff 625,Sales,Manager,199140,18,Active,0122000466,96,2026-04-15
HRA-626,Staff 626,Sales,Sales Executive,106008,9,Active,0122000467,80,2026-04-15
HRA-630,Staff 630,Research & Development,Research Scientist,66924,10,Active,0122000468,83,2026-04-15
HRA-631,Staff 631,Sales,Sales Executive,56484,4,Terminated,0122000469,87,2026-04-15
HRA-632,Staff 632,Sales,Sales Representative,28800,2,Active,0122000470,94,2026-04-15
HRA-634,Staff 634,Research & Development,Healthcare Representative,117888,1,Active,0122000471,90,2026-04-15
HRA-635,Staff 635,Research & Development,Manufacturing Director,77364,6,Active,0122000472,94,2026-04-15
HRA-638,Staff 638,Research & Development,Research Director,234024,31,Active,0122000473,91,2026-04-15
HRA-639,Staff 639,Research & Development,Research Scientist,32700,6,Active,0122000474,82,2026-04-15
HRA-641,Staff 641,Sales,Sales Executive,75264,5,Active,0122000475,83,2026-04-15
HRA-643,Staff 643,Research & Development,Laboratory Technician,25524,1,Active,0122000476,83,2026-04-15
HRA-644,Staff 644,Human Resources,Manager,218400,32,Active,0122000477,96,2026-04-15
HRA-645,Staff 645,Sales,Sales Representative,25152,7,Active,0122000478,89,2026-04-15
HRA-647,Staff 647,Research & Development,Laboratory Technician,34632,6,Terminated,0122000479,91,2026-04-15
HRA-648,Staff 648,Sales,Sales Representative,24396,1,Terminated,0122000480,92,2026-04-15
HRA-649,Staff 649,Research & Development,Research Scientist,43464,6,Active,0122000481,80,2026-04-15
HRA-650,Staff 650,Sales,Sales Executive,50796,3,Terminated,0122000482,88,2026-04-15
HRA-652,Staff 652,Research & Development,Laboratory Technician,44172,3,Active,0122000483,86,2026-04-15
HRA-653,Staff 653,Sales,Sales Executive,65520,7,Active,0122000484,89,2026-04-15
HRA-655,Staff 655,Research & Development,Research Scientist,26244,5,Active,0122000485,84,2026-04-15
HRA-656,Staff 656,Sales,Sales Executive,115224,3,Active,0122000486,92,2026-04-15
HRA-657,Staff 657,Research & Development,Research Scientist,34032,1,Active,0122000487,87,2026-04-15
HRA-659,Staff 659,Research & Development,Healthcare Representative,49068,10,Active,0122000488,98,2026-04-15
HRA-661,Staff 661,Research & Development,Research Director,199524,1,Active,0122000489,97,2026-04-15
HRA-662,Staff 662,Research & Development,Research Scientist,31428,0,Active,0122000490,80,2026-04-15
HRA-663,Staff 663,Research & Development,Laboratory Technician,68148,8,Active,0122000491,80,2026-04-15
HRA-664,Staff 664,Research & Development,Manager,184824,3,Active,0122000492,83,2026-04-15
HRA-665,Staff 665,Human Resources,Human Resources,71820,2,Active,0122000493,99,2026-04-15
HRA-666,Staff 666,Sales,Sales Representative,30948,8,Active,0122000494,82,2026-04-15
HRA-667,Staff 667,Sales,Sales Representative,36492,4,Terminated,0122000495,83,2026-04-15
HRA-669,Staff 669,Sales,Sales Representative,41364,3,Active,0122000496,91,2026-04-15
HRA-671,Staff 671,Research & Development,Manager,234156,2,Active,0122000497,81,2026-04-15
HRA-675,Staff 675,Research & Development,Research Scientist,33276,2,Active,0122000498,98,2026-04-15
HRA-677,Staff 677,Sales,Sales Executive,85248,5,Active,0122000499,94,2026-04-15
HRA-679,Staff 679,Research & Development,Research Scientist,75864,6,Active,0122000500,86,2026-04-15
HRA-680,Staff 680,Research & Development,Research Scientist,24996,1,Active,0122000501,92,2026-04-15
HRA-682,Staff 682,Sales,Sales Executive,100572,14,Active,0122000502,86,2026-04-15
HRA-683,Staff 683,Research & Development,Research Scientist,32292,10,Active,0122000503,98,2026-04-15
HRA-684,Staff 684,Sales,Sales Executive,51432,1,Terminated,0122000504,84,2026-04-15
HRA-686,Staff 686,Research & Development,Laboratory Technician,31908,3,Active,0122000505,84,2026-04-15
HRA-689,Staff 689,Research & Development,Manufacturing Director,113208,10,Active,0122000506,99,2026-04-15
HRA-690,Staff 690,Sales,Sales Executive,66732,6,Active,0122000507,98,2026-04-15
HRA-691,Staff 691,Research & Development,Research Scientist,79752,17,Active,0122000508,89,2026-04-15
HRA-692,Staff 692,Research & Development,Healthcare Representative,92700,13,Active,0122000509,85,2026-04-15
HRA-698,Staff 698,Human Resources,Human Resources,128700,9,Active,0122000510,86,2026-04-15
HRA-699,Staff 699,Research & Development,Manufacturing Director,106164,3,Active,0122000511,81,2026-04-15
HRA-700,Staff 700,Research & Development,Research Scientist,24540,4,Active,0122000512,90,2026-04-15
HRA-701,Staff 701,Research & Development,Research Scientist,12108,1,Terminated,0122000513,86,2026-04-15
HRA-702,Staff 702,Research & Development,Research Scientist,40176,10,Terminated,0122000514,85,2026-04-15
HRA-704,Staff 704,Research & Development,Laboratory Technician,15372,1,Active,0122000515,93,2026-04-15
HRA-705,Staff 705,Research & Development,Research Scientist,33828,3,Active,0122000516,92,2026-04-15
HRA-707,Staff 707,Sales,Sales Executive,58212,3,Active,0122000517,90,2026-04-15
HRA-709,Staff 709,Sales,Sales Executive,48336,7,Active,0122000518,86,2026-04-15
HRA-710,Staff 710,Research & Development,Research Scientist,32640,10,Active,0122000519,89,2026-04-15
HRA-712,Staff 712,Sales,Sales Executive,97440,2,Active,0122000520,93,2026-04-15
HRA-714,Staff 714,Sales,Sales Executive,55764,6,Active,0122000521,93,2026-04-15
HRA-715,Staff 715,Research & Development,Research Scientist,56160,1,Active,0122000522,83,2026-04-15
HRA-716,Staff 716,Research & Development,Laboratory Technician,38652,20,Active,0122000523,95,2026-04-15
HRA-717,Staff 717,Research & Development,Healthcare Representative,103452,8,Active,0122000524,92,2026-04-15
HRA-720,Staff 720,Sales,Sales Executive,54924,2,Terminated,0122000525,83,2026-04-15
HRA-721,Staff 721,Research & Development,Healthcare Representative,54636,20,Active,0122000526,82,2026-04-15
HRA-722,Staff 722,Sales,Sales Executive,64752,10,Active,0122000527,97,2026-04-15
HRA-723,Staff 723,Sales,Sales Executive,81552,4,Terminated,0122000528,83,2026-04-15
HRA-724,Staff 724,Research & Development,Healthcare Representative,91500,9,Active,0122000529,85,2026-04-15
HRA-725,Staff 725,Research & Development,Manufacturing Director,88944,9,Active,0122000530,85,2026-04-15
HRA-727,Staff 727,Research & Development,Research Director,133908,7,Active,0122000531,92,2026-04-15
HRA-728,Staff 728,Sales,Sales Executive,59520,7,Active,0122000532,86,2026-04-15
HRA-729,Staff 729,Sales,Sales Executive,125700,18,Active,0122000533,97,2026-04-15
HRA-730,Staff 730,Research & Development,Research Director,177768,5,Active,0122000534,88,2026-04-15
HRA-731,Staff 731,Human Resources,Manager,229692,21,Active,0122000535,95,2026-04-15
HRA-732,Staff 732,Sales,Sales Executive,64860,2,Active,0122000536,88,2026-04-15
HRA-733,Staff 733,Research & Development,Manufacturing Director,105516,9,Active,0122000537,85,2026-04-15
HRA-734,Staff 734,Human Resources,Manager,230268,22,Active,0122000538,99,2026-04-15
HRA-738,Staff 738,Sales,Sales Representative,46500,2,Active,0122000539,81,2026-04-15
HRA-741,Staff 741,Research & Development,Research Scientist,26592,7,Terminated,0122000540,90,2026-04-15
HRA-742,Staff 742,Research & Development,Research Director,140556,8,Active,0122000541,88,2026-04-15
HRA-743,Staff 743,Research & Development,Manufacturing Director,94332,1,Active,0122000542,93,2026-04-15
HRA-744,Staff 744,Research & Development,Laboratory Technician,44496,5,Active,0122000543,85,2026-04-15
HRA-746,Staff 746,Sales,Sales Executive,165240,22,Active,0122000544,83,2026-04-15
HRA-747,Staff 747,Sales,Sales Executive,63648,8,Active,0122000545,99,2026-04-15
HRA-749,Staff 749,Sales,Sales Representative,31704,1,Active,0122000546,86,2026-04-15
HRA-752,Staff 752,Research & Development,Research Scientist,33108,2,Terminated,0122000547,89,2026-04-15
HRA-754,Staff 754,Sales,Sales Executive,81648,2,Active,0122000548,80,2026-04-15
HRA-757,Staff 757,Research & Development,Healthcare Representative,73704,5,Active,0122000549,90,2026-04-15
HRA-758,Staff 758,Research & Development,Laboratory Technician,30000,4,Active,0122000550,85,2026-04-15
HRA-760,Staff 760,Human Resources,Human Resources,76668,8,Active,0122000551,94,2026-04-15
HRA-762,Staff 762,Research & Development,Healthcare Representative,133236,10,Active,0122000552,89,2026-04-15
HRA-763,Staff 763,Research & Development,Research Scientist,28104,4,Active,0122000553,93,2026-04-15
HRA-764,Staff 764,Research & Development,Healthcare Representative,81732,7,Active,0122000554,91,2026-04-15
HRA-766,Staff 766,Sales,Sales Representative,27564,2,Active,0122000555,97,2026-04-15
HRA-769,Staff 769,Research & Development,Laboratory Technician,29400,2,Active,0122000556,83,2026-04-15
HRA-771,Staff 771,Research & Development,Healthcare Representative,61116,1,Active,0122000557,86,2026-04-15
HRA-772,Staff 772,Research & Development,Laboratory Technician,63708,10,Active,0122000558,84,2026-04-15
HRA-773,Staff 773,Research & Development,Research Scientist,36684,1,Active,0122000559,81,2026-04-15
HRA-775,Staff 775,Research & Development,Manufacturing Director,61452,0,Active,0122000560,87,2026-04-15
HRA-776,Staff 776,Sales,Manager,202272,34,Active,0122000561,87,2026-04-15
HRA-780,Staff 780,Research & Development,Research Scientist,32232,10,Terminated,0122000562,80,2026-04-15
HRA-781,Staff 781,Sales,Sales Executive,74160,6,Active,0122000563,96,2026-04-15
HRA-783,Staff 783,Sales,Sales Representative,79584,8,Active,0122000564,92,2026-04-15
HRA-784,Staff 784,Research & Development,Research Scientist,42060,2,Active,0122000565,90,2026-04-15
HRA-785,Staff 785,Sales,Sales Executive,76764,5,Terminated,0122000566,96,2026-04-15
HRA-786,Staff 786,Sales,Sales Executive,75288,6,Active,0122000567,96,2026-04-15
HRA-787,Staff 787,Research & Development,Manager,238308,5,Terminated,0122000568,94,2026-04-15
HRA-789,Staff 789,Sales,Sales Executive,91044,10,Active,0122000569,90,2026-04-15
HRA-791,Staff 791,Research & Development,Research Scientist,51096,4,Active,0122000570,90,2026-04-15
HRA-792,Staff 792,Research & Development,Laboratory Technician,52368,2,Active,0122000571,91,2026-04-15
HRA-793,Staff 793,Research & Development,Healthcare Representative,52020,8,Active,0122000572,97,2026-04-15
HRA-796,Staff 796,Sales,Sales Executive,63912,4,Terminated,0122000573,84,2026-04-15
HRA-797,Staff 797,Research & Development,Research Scientist,39360,4,Active,0122000574,91,2026-04-15
HRA-799,Staff 799,Research & Development,Manufacturing Director,65820,5,Active,0122000575,84,2026-04-15
HRA-800,Staff 800,Sales,Sales Executive,52104,4,Active,0122000576,83,2026-04-15
HRA-802,Staff 802,Research & Development,Research Scientist,33384,5,Active,0122000577,82,2026-04-15
HRA-803,Staff 803,Research & Development,Manufacturing Director,71760,15,Active,0122000578,98,2026-04-15
HRA-804,Staff 804,Research & Development,Research Scientist,52572,6,Active,0122000579,99,2026-04-15
HRA-805,Staff 805,Sales,Sales Representative,30864,3,Active,0122000580,82,2026-04-15
HRA-806,Staff 806,Research & Development,Laboratory Technician,45996,2,Active,0122000581,97,2026-04-15
HRA-807,Staff 807,Research & Development,Healthcare Representative,50928,8,Active,0122000582,84,2026-04-15
HRA-808,Staff 808,Sales,Sales Executive,78000,3,Active,0122000583,88,2026-04-15
HRA-809,Staff 809,Research & Development,Manager,221160,24,Active,0122000584,97,2026-04-15
HRA-811,Staff 811,Research & Development,Laboratory Technician,19212,0,Terminated,0122000585,97,2026-04-15
HRA-812,Staff 812,Research & Development,Laboratory Technician,32328,1,Active,0122000586,99,2026-04-15
HRA-813,Staff 813,Research & Development,Laboratory Technician,37788,5,Active,0122000587,94,2026-04-15
HRA-815,Staff 815,Research & Development,Research Director,211668,4,Active,0122000588,98,2026-04-15
HRA-816,Staff 816,Research & Development,Laboratory Technician,27828,1,Terminated,0122000589,98,2026-04-15
HRA-817,Staff 817,Research & Development,Research Director,140292,13,Active,0122000590,89,2026-04-15
